city,year,month,season,TMAX_mean,TMAX_max,TMAX_std,TMIN_mean,TMIN_min,TMIN_std,PRCP_sum,SNOW_sum,AWND_mean,TMAX_anomaly_mean,TMIN_anomaly_mean,PRCP_anomaly_sum
San Antonio,2020,11,Fall,25.206666666666667,30.0,3.783898129901393,12.283333333333333,1.1,4.753879238694643,37.3,0.0,2.9099999999999997,2.9955555555555544,1.274074074074074,-18.966666666666665
San Antonio,2020,12,Winter,20.287096774193547,26.7,4.82705858920895,4.696774193548387,-2.1,4.250841788867059,20.7,0.0,3.4516129032258065,1.2784946236559147,-2.9057347670250895,-30.333333333333336
San Antonio,2021,1,Winter,18.6,26.1,5.0758250560869405,5.093548387096774,-1.6,4.6149709629907,26.000000000000004,5.0,3.238709677419355,0.7106451612903216,-0.019999999999999775,-14.55
San Antonio,2021,2,Winter,15.192857142857141,26.7,10.363072923765444,4.164285714285714,-12.7,8.381293734029649,35.1,158.0,3.917857142857143,-4.499696048632221,-3.2183383991894634,2.780851063829787
San Antonio,2021,3,Spring,24.76774193548387,31.1,3.2369107800261445,11.80967741935484,3.3,4.676562472494062,14.8,0.0,4.680645161290323,0.7819354838709651,0.13161290322580677,-29.789999999999996
San Antonio,2021,4,Spring,27.38,35.0,4.820959984527334,15.496666666666666,8.3,4.070201497455016,153.7,0.0,4.413333333333333,0.13666666666666766,0.24533333333333504,67.09
San Antonio,2021,5,Spring,28.9741935483871,34.4,2.9964387464605924,19.37741935483871,15.0,2.851398449582165,156.1,0.0,4.280645161290322,-1.8151612903225844,-0.17709677419354858,17.020000000000003
San Antonio,2021,6,Summer,32.376666666666665,35.6,2.4651618584802404,23.173333333333336,18.9,2.141049264735164,62.1,0.0,3.9066666666666667,-1.5193333333333343,-0.1186666666666684,-5.890000000000002
San Antonio,2021,7,Summer,32.47096774193548,35.6,2.1483627174179403,23.43548387096774,21.7,0.7259698740750301,111.2,0.0,3.4387096774193546,-3.4330591037020977,-1.0373349209785645,73.90637583892618
San Antonio,2021,8,Summer,35.03225806451613,36.7,1.4916181586394008,24.322580645161292,21.7,1.1583636957419303,32.6,0.0,3.7129032258064516,-1.1200716845878118,-0.19426523297490822,-15.144444444444444
San Antonio,2021,9,Fall,34.57666666666667,37.8,2.4675386777995554,21.046666666666667,13.3,3.579802858503121,65.8,0.0,2.9633333333333334,1.5033333333333365,-0.7837037037037042,-48.25555555555555
San Antonio,2021,10,Fall,29.02258064516129,32.8,2.8961709983377872,16.92258064516129,7.8,4.551022572083434,167.1,0.0,3.238709677419355,0.14193548387096963,0.12544802867383767,89.57777777777777
San Antonio,2021,11,Fall,22.466666666666665,27.8,4.056270865380335,9.876666666666667,3.3,4.066404268904032,32.2,0.0,3.0133333333333336,0.25555555555555465,-1.132592592592593,-24.066666666666663
San Antonio,2021,12,Winter,23.383870967741935,29.4,4.11323852734019,12.40967741935484,1.1,5.816892345500284,22.900000000000002,0.0,3.0354838709677416,4.375268817204302,4.807168458781363,-28.13333333333333
San Antonio,2022,1,Winter,17.048387096774192,26.1,5.394371818092255,3.448387096774194,-3.2,3.861249449573021,8.2,0.0,3.467741935483871,-0.840967741935485,-1.6651612903225803,-32.35
San Antonio,2022,2,Winter,17.614285714285714,29.4,7.457221917722358,2.525,-6.0,5.733373707868176,44.3,0.0,4.05,-2.0782674772036493,-4.857624113475177,11.980851063829782
San Antonio,2022,3,Spring,25.129032258064516,32.8,4.839159262267714,8.09032258064516,-3.2,5.717362727616621,8.1,0.0,4.338709677419355,1.1432258064516108,-3.587741935483871,-36.489999999999995
San Antonio,2022,4,Spring,29.59333333333333,36.7,3.4596126286377613,17.436666666666667,6.7,4.349830225250837,31.599999999999998,0.0,4.8133333333333335,2.350000000000001,2.1853333333333356,-55.010000000000005
San Antonio,2022,5,Spring,34.88387096774194,38.3,2.9787130077930803,21.73548387096774,15.0,2.417098589507231,21.9,0.0,5.370967741935484,4.094516129032256,2.1809677419354836,-117.17999999999999
San Antonio,2022,6,Summer,37.519999999999996,40.6,1.703424542624002,24.313333333333333,20.6,1.2875352913364293,16.0,0.0,4.543333333333334,3.623999999999999,1.0213333333333314,-51.99
San Antonio,2022,7,Summer,38.648387096774194,41.7,1.1517728270632588,25.570967741935487,23.3,0.9947172289607731,0.3,0.0,4.741935483870968,2.7443602511366105,1.0981489499891783,-36.993624161073825
San Antonio,2022,8,Summer,35.89032258064516,39.4,2.323554007507992,24.990322580645163,23.3,0.8239558397186438,53.5,0.0,3.770967741935484,-0.2620071684587797,0.4734767025089632,5.755555555555561
San Antonio,2022,9,Fall,34.059999999999995,36.1,1.3108565244092156,22.023333333333333,15.6,2.66945472067745,24.9,0.0,2.7800000000000002,0.9866666666666687,0.1929629629629621,-89.15555555555555
San Antonio,2022,10,Fall,28.983870967741936,34.4,3.5527544970246727,15.841935483870968,7.8,4.340950294850841,26.7,0.0,3.270967741935484,0.10322580645161449,-0.9551971326164846,-50.82222222222223
San Antonio,2022,11,Fall,20.573333333333334,31.1,7.144804397956425,10.906666666666666,3.3,6.075327908467353,45.699999999999996,0.0,3.5900000000000003,-1.6377777777777787,-0.10259259259259276,-10.566666666666663
San Antonio,2022,12,Winter,18.480645161290322,27.2,7.102554439769712,7.490322580645161,-8.8,8.62037720902087,11.899999999999999,0.0,3.1774193548387095,-0.5279569892473112,-0.11218637992831496,-39.13333333333333
San Diego,2013,1,Winter,18.080645161290324,26.7,3.943130681310534,8.390322580645162,3.9,3.076183223705385,30.8,0.0,1.696774193548387,-1.5409677419354832,-1.7629032258064508,-7.060000000000004
San Diego,2013,2,Winter,17.785714285714285,25.6,3.5926585931863566,9.225,6.7,1.9330699054248552,16.0,0.0,2.075,-2.0813069908814574,-1.4849290780141844,-10.848226950354608
San Diego,2013,3,Spring,18.838709677419356,26.7,2.8468318553970176,12.403225806451612,8.9,1.5411000121055836,31.0,0.0,2.2838709677419353,-1.3577419354838702,-0.3929032258064521,1.2600000000000018
San Diego,2013,4,Spring,19.346666666666668,26.1,2.6130617968243675,13.793333333333333,11.1,1.2859809976966157,0.3,0.0,2.9866666666666664,-1.9816666666666667,-0.6716666666666664,-12.63
