city,year,month,season,TMAX_mean,TMAX_max,TMAX_std,TMIN_mean,TMIN_min,TMIN_std,PRCP_sum,SNOW_sum,AWND_mean,TMAX_anomaly_mean,TMIN_anomaly_mean,PRCP_anomaly_sum
Chicago,2017,10,Fall,18.59,28.3,6.81,9.84,0.6,5.16,221.0,0.0,4.8,1.15,1.93,107.68
Houston,2017,10,Fall,28.55,34.4,4.19,15.92,1.7,6.01,86.8,0.0,2.97,0.22,-0.44,-41.54
Los Angeles,2017,10,Fall,26.88,40.0,5.59,16.97,14.4,1.58,0.0,0.0,2.94,1.82,0.63,-4.02
New York,2017,10,Fall,21.79,28.3,3.97,13.91,5.6,4.42,106.3,0.0,2.0,2.91,2.26,0.83
Philadelphia,2017,10,Fall,22.47,28.9,4.19,13.17,5.6,4.96,93.1,0.0,3.72,1.63,1.35,3.72
Phoenix,2017,10,Fall,34.35,37.2,2.39,19.52,16.1,2.0,0.0,0.0,2.39,2.28,0.91,-19.6
San Antonio,2017,10,Fall,27.75,32.8,3.93,14.95,2.2,6.39,11.7,0.0,3.28,-1.13,-1.85,-65.82
San Diego,2017,10,Fall,25.91,36.7,4.72,17.55,15.0,1.53,0.0,0.0,2.45,0.87,0.66,-6.47
Chicago,2017,11,Fall,8.3,17.2,4.13,0.3,-7.7,3.45,44.4,3.0,4.56,-1.59,-0.74,-3.88
Houston,2017,11,Fall,25.49,31.7,4.13,13.6,3.3,6.1,12.8,0.0,3.01,3.44,3.02,-63.64
Los Angeles,2017,11,Fall,23.16,34.4,3.68,14.05,10.0,1.82,2.6,0.0,2.88,0.85,1.64,-13.48
New York,2017,11,Fall,12.29,23.3,4.4,3.98,-4.3,3.91,40.2,0.0,2.33,-0.39,-1.41,-51.72
Philadelphia,2017,11,Fall,13.58,23.9,4.79,3.64,-4.9,3.93,33.3,0.0,4.03,0.57,0.11,-15.93
Phoenix,2017,11,Fall,28.26,31.7,2.13,15.28,11.1,2.15,0.0,0.0,1.93,2.47,2.61,-14.28
San Antonio,2017,11,Fall,25.21,32.8,4.57,13.15,2.2,6.09,13.6,0.0,3.25,3.0,2.14,-42.67
San Diego,2017,11,Fall,22.5,33.3,3.43,14.24,10.0,1.8,0.5,0.0,1.75,-0.0,1.38,-22.08
Chicago,2017,12,Winter,1.26,18.3,7.98,-6.51,-19.9,7.1,15.2,135.0,4.73,-2.03,-2.26,-41.15
Houston,2017,12,Winter,17.42,27.2,6.46,6.67,-1.6,5.15,94.5,18.0,3.26,-2.04,-1.87,-5.41
Los Angeles,2017,12,Winter,22.47,30.0,3.93,10.16,5.0,1.86,0.3,0.0,2.23,3.22,0.34,-71.16
New York,2017,12,Winter,4.47,16.1,6.43,-1.04,-12.7,5.79,56.2,195.0,2.73,-3.29,-2.79,-54.06
Philadelphia,2017,12,Winter,5.91,17.2,6.44,-1.33,-12.7,5.06,33.3,219.0,4.02,-3.33,-3.05,-58.9
Phoenix,2017,12,Winter,21.65,28.9,3.66,8.47,2.2,3.31,5.9,0.0,2.34,1.89,0.41,-14.92
San Antonio,2017,12,Winter,17.09,28.3,6.23,6.12,-2.1,5.21,102.7,48.0,3.11,-1.92,-1.48,51.67
San Diego,2017,12,Winter,21.58,26.7,2.97,9.77,5.0,1.95,1.8,0.0,1.55,2.15,-0.27,-53.95
Chicago,2018,1,Winter,-0.02,15.0,7.98,-8.01,-21.04,7.2,39.3,117.0,5.25,0.33,0.02,-13.31
Houston,2018,1,Winter,15.4,23.9,6.15,3.13,-7.1,5.98,77.7,3.0,3.69,-2.37,-2.99,-20.15
Los Angeles,2018,1,Winter,21.75,31.7,4.15,11.43,6.7,2.24,35.5,0.0,2.55,2.17,1.45,-20.98
New York,2018,1,Winter,3.72,16.1,7.34,-3.97,-14.9,6.46,55.4,285.0,3.09,-0.49,-1.44,-31.76
Philadelphia,2018,1,Winter,5.24,17.8,7.98,-4.3,-15.5,6.77,72.6,117.0,4.51,-0.04,-1.45,-8.32
Phoenix,2018,1,Winter,23.27,28.3,3.41,9.14,4.4,2.33,5.4,0.0,2.33,3.07,1.66,-10.87
San Antonio,2018,1,Winter,15.97,23.3,6.5,3.27,-6.0,5.13,7.1,0.0,3.27,-1.92,-1.84,-33.45
San Diego,2018,1,Winter,21.01,28.3,3.31,11.71,8.3,2.06,45.3,0.0,2.01,1.38,1.56,7.44
Chicago,2018,2,Winter,3.37,18.9,7.98,-6.79,-19.3,7.2,117.9,515.0,4.68,2.26,0.97,63.11
Houston,2018,2,Winter,21.53,28.3,6.07,12.35,2.2,5.85,145.5,0.0,4.06,1.82,3.83,93.3
Los Angeles,2018,2,Winter,19.65,27.2,3.76,9.73,4.4,2.5,2.5,0.0,3.21,0.14,-0.55,-29.33
New York,2018,2,Winter,9.79,25.6,6.24,1.41,-8.8,4.99,148.0,125.0,2.5,3.88,2.93,50.77
Philadelphia,2018,2,Winter,10.07,25.0,6.22,0.95,-8.2,4.68,153.0,35.0,3.89,3.05,2.61,68.19
Phoenix,2018,2,Winter,21.72,28.9,4.51,9.12,3.9,3.13,13.2,0.0,2.49,-0.48,-0.06,-2.14
San Antonio,2018,2,Winter,19.68,28.9,6.38,9.69,-1.0,5.77,48.8,0.0,3.77,-0.02,2.3,16.48
San Diego,2018,2,Winter,19.62,27.2,3.8,10.84,6.7,2.13,9.1,0.0,2.56,-0.24,0.13,-17.75
Chicago,2018,3,Spring,7.06,14.4,3.56,-1.53,-7.1,2.68,44.3,66.0,4.71,-0.96,-0.39,-17.79
Houston,2018,3,Spring,25.4,29.4,3.06,14.1,6.7,5.06,75.5,0.0,4.03,1.63,1.98,2.88
Los Angeles,2018,3,Spring,18.46,26.1,2.82,11.15,6.7,2.04,52.6,0.0,3.56,-1.33,-0.51,17.66
New York,2018,3,Spring,7.97,16.7,3.44,1.11,-2.7,2.58,131.4,294.0,3.27,-1.98,-0.63,39.06
Philadelphia,2018,3,Spring,8.64,23.3,4.64,0.44,-2.1,2.49,120.3,386.0,5.26,-2.37,-0.97,20.76
Phoenix,2018,3,Spring,26.0,33.3,3.44,12.72,6.7,3.19,1.0,0.0,2.77,-0.49,-0.12,-12.27
San Antonio,2018,3,Spring,25.11,31.7,3.43,13.8,7.2,4.02,102.2,0.0,4.14,1.12,2.12,57.61
San Diego,2018,3,Spring,19.56,23.3,1.97,12.4,8.3,2.03,24.2,0.0,2.71,-0.64,-0.39,-5.54
Chicago,2018,4,Spring,10.03,26.7,7.08,0.29,-6.6,4.08,69.4,82.0,4.71,-3.82,-3.54,-37.8
Houston,2018,4,Spring,25.48,30.0,3.89,13.29,6.1,3.92,48.3,0.0,4.03,-1.09,-2.14,-59.95
Los Angeles,2018,4,Spring,20.63,28.3,3.17,12.72,10.6,1.14,1.3,0.0,3.83,-0.35,-0.4,-9.16
New York,2018,4,Spring,13.95,27.8,5.68,5.45,0.0,3.84,146.7,140.0,2.79,-2.42,-1.81,48.25
Philadelphia,2018,4,Spring,15.55,28.9,5.98,4.91,-1.6,3.74,100.1,0.0,4.85,-2.54,-2.44,5.08
Phoenix,2018,4,Spring,32.56,37.8,3.72,17.92,12.2,2.86,0.0,0.0,3.39,1.22,1.02,-2.11
San Antonio,2018,4,Spring,26.14,30.6,3.36,13.81,5.0,4.15,9.2,0.0,4.41,-1.11,-1.44,-77.41
San Diego,2018,4,Spring,21.0,29.4,2.93,14.04,11.7,1.07,0.6,0.0,2.94,-0.33,-0.42,-12.33
Chicago,2018,5,Spring,24.65,36.1,6.72,13.29,6.7,4.67,208.6,0.0,3.93,3.26,2.76,69.99
Houston,2018,5,Spring,32.27,35.6,2.23,20.87,17.2,2.23,97.3,0.0,3.31,2.11,0.94,-71.74
Los Angeles,2018,5,Spring,20.19,24.4,1.58,14.17,12.2,1.19,1.6,0.0,3.8,-0.81,-0.34,-4.64
New York,2018,5,Spring,24.16,33.3,5.51,14.59,8.9,3.44,89.7,0.0,1.42,1.98,1.73,-25.25
Philadelphia,2018,5,Spring,25.31,32.8,4.57,14.37,6.1,3.28,132.3,0.0,3.67,1.36,0.98,39.69
Phoenix,2018,5,Spring,35.86,41.1,4.19,21.38,14.4,2.55,0.0,0.0,3.23,0.8,0.39,-0.47
San Antonio,2018,5,Spring,33.12,37.2,2.82,20.72,13.3,2.61,24.7,0.0,4.69,2.33,1.17,-114.38
San Diego,2018,5,Spring,19.9,26.7,2.09,15.18,12.2,1.13,3.1,0.0,3.24,-1.17,-0.68,-9.72
Chicago,2018,6,Summer,26.91,35.6,4.62,17.02,8.9,3.91,193.7,0.0,4.07,-0.28,0.81,61.62
Houston,2018,6,Summer,34.28,36.7,2.15,24.5,22.2,1.35,168.8,0.0,3.55,0.75,0.98,1.51
Los Angeles,2018,6,Summer,22.48,24.4,1.15,16.47,13.9,1.14,0.0,0.0,3.62,-0.02,0.0,-0.06
New York,2018,6,Summer,26.47,33.9,4.1,17.59,10.6,3.24,79.1,0.0,1.46,-0.27,-0.46,-28.58
Philadelphia,2018,6,Summer,27.54,35.0,3.93,17.7,11.1,3.59,85.1,0.0,3.69,-1.05,-0.82,-54.24
Phoenix,2018,6,Summer,40.78,43.9,3.2,26.28,22.8,2.22,0.0,0.0,3.21,-0.65,-0.74,-1.42
San Antonio,2018,6,Summer,35.99,38.3,2.42,24.4,22.8,0.84,18.0,0.0,5.26,2.09,1.11,-49.99
San Diego,2018,6,Summer,22.04,25.6,1.66,17.35,15.6,0.75,0.0,0.0,3.01,-0.34,0.03,-0.56
Chicago,2018,7,Summer,30.74,35.0,3.0,20.36,15.0,2.64,16.3,0.0,3.45,1.9,1.39,-42.12
Houston,2018,7,Summer,35.15,38.3,2.69,24.62,22.2,1.43,153.4,0.0,2.51,0.22,0.05,65.26
Los Angeles,2018,7,Summer,26.75,33.9,3.01,20.48,17.8,1.38,0.0,0.0,3.76,2.38,2.15,-1.76
New York,2018,7,Summer,29.37,35.6,2.77,21.33,16.7,2.53,189.2,0.0,1.32,-0.37,-0.38,39.17
Philadelphia,2018,7,Summer,32.15,36.7,2.88,21.04,15.6,2.65,18.1,0.0,3.43,0.93,-0.71,-73.07
Phoenix,2018,7,Summer,41.94,46.14,2.61,28.99,23.3,3.03,17.9,0.0,3.66,0.25,-0.01,-0.56
San Antonio,2018,7,Summer,36.1,40.6,2.56,24.06,21.7,1.32,123.7,0.0,3.79,0.2,-0.41,86.41
San Diego,2018,7,Summer,26.97,35.6,2.63,20.97,17.2,1.5,0.0,0.0,2.84,2.24,1.37,-4.49
Houston,2018,8,Summer,34.99,37.8,1.4,24.24,21.7,1.21,21.8,0.0,2.71,-0.05,-0.12,-114.51
Los Angeles,2018,8,Summer,27.0,34.4,2.18,20.51,17.8,1.21,0.0,0.0,3.56,1.99,1.76,-0.13
New York,2018,8,Summer,29.03,34.4,3.07,22.22,18.3,2.23,218.4,0.0,1.33,0.06,1.16,110.69
Phoenix,2018,8,Summer,40.53,45.6,2.42,28.39,22.2,2.95,38.2,0.0,3.31,-0.11,-0.09,11.87
San Antonio,2018,8,Summer,36.44,38.3,1.93,24.22,20.6,1.36,15.8,0.0,4.24,0.29,-0.3,-31.94
San Diego,2018,8,Summer,28.49,32.8,1.88,22.76,21.1,1.15,0.5,0.0,2.63,2.55,2.39,-0.37
Houston,2018,9,Fall,30.77,35.6,3.03,23.31,20.6,1.21,218.5,0.0,2.65,-1.57,1.26,65.04
Los Angeles,2018,9,Fall,23.89,26.1,1.53,19.29,18.3,1.08,0.0,0.0,3.67,-2.04,0.61,-1.32
New York,2018,9,Fall,24.57,33.9,4.44,18.45,12.2,3.68,157.1,0.0,1.45,-0.75,1.09,54.1
Phoenix,2018,9,Fall,39.73,42.8,2.22,26.78,22.8,2.13,10.9,0.0,2.78,1.68,1.01,-13.16
San Antonio,2018,9,Fall,30.41,37.2,3.17,22.17,17.8,2.02,299.79,0.0,3.16,-2.66,0.34,155.21
San Diego,2018,9,Fall,24.83,29.4,1.73,19.5,17.2,1.04,0.0,0.0,2.76,-1.52,-0.33,-7.39
Houston,2018,10,Fall,26.95,32.8,5.21,17.77,10.6,4.33,178.4,0.0,3.45,-1.37,1.41,50.06
New York,2018,10,Fall,17.49,26.7,5.74,11.04,3.3,5.78,91.2,0.0,1.32,-1.38,-0.6,-14.27
Phoenix,2018,10,Fall,28.36,33.9,3.15,18.05,13.9,2.53,135.8,0.0,3.13,-3.71,-0.56,116.2
San Antonio,2018,10,Fall,25.21,31.7,5.8,16.76,7.2,5.49,164.6,0.0,3.83,-3.67,-0.04,87.08
San Diego,2018,10,Fall,24.12,30.6,2.67,17.19,13.9,1.89,14.5,0.0,2.32,-0.92,0.3,8.03
Houston,2018,11,Fall,20.11,31.7,6.34,9.53,-1.0,6.33,44.9,0.0,3.27,-1.94,-1.05,-31.54
New York,2018,11,Fall,9.85,22.2,5.33,3.92,-9.3,5.67,193.7,163.0,1.32,-2.82,-1.46,101.78
Phoenix,2018,11,Fall,24.12,28.9,3.06,11.21,6.7,2.38,8.9,0.0,2.27,-1.66,-1.46,-5.38
San Antonio,2018,11,Fall,19.15,28.3,5.27,8.24,-4.9,5.84,45.3,0.0,3.3,-3.06,-2.77,-10.97
San Diego,2018,11,Fall,23.29,31.1,2.71,14.02,10.0,2.08,20.6,0.0,2.01,0.79,1.16,-1.98
Houston,2018,12,Winter,18.2,26.7,4.61,7.99,1.1,3.3,193.6,0.0,3.53,-1.26,-0.56,93.69
New York,2018,12,Winter,7.47,16.1,3.94,1.58,-4.3,3.34,165.4,0.0,1.32,-0.29,-0.17,55.14
Phoenix,2018,12,Winter,19.16,23.9,3.22,7.23,1.1,2.65,4.9,0.0,1.95,-0.59,-0.84,-15.92
San Antonio,2018,12,Winter,17.88,26.1,4.7,6.28,0.6,3.73,59.7,0.0,3.66,-1.13,-1.32,8.67
San Diego,2018,12,Winter,19.5,25.6,2.04,11.08,5.0,2.21,76.7,0.0,2.05,0.07,1.03,20.95
Chicago,2019,1,Winter,-0.12,11.7,7.98,-8.08,-21.04,7.2,50.0,464.0,4.64,-2.12,-1.57,-2.61
Houston,2019,1,Winter,17.83,26.1,4.04,5.94,-1.0,4.25,103.7,0.0,3.42,0.06,-0.18,5.85
Los Angeles,2019,1,Winter,18.3,25.6,3.19,10.02,3.9,2.31,140.1,0.0,2.94,-1.29,0.04,83.62
New York,2019,1,Winter,3.91,15.0,5.45,-3.27,-16.6,5.44,91.0,28.0,1.32,-0.3,-0.73,3.84
Philadelphia,2019,1,Winter,4.75,16.1,5.35,-3.17,-14.9,4.95,100.0,67.0,4.59,-0.53,-0.32,19.08
Phoenix,2019,1,Winter,19.45,23.3,3.43,7.23,-1.0,3.25,18.9,0.0,1.92,-0.76,-0.25,2.63
San Antonio,2019,1,Winter,16.85,25.6,4.45,5.55,-1.6,4.04,41.5,0.0,3.31,-1.04,0.43,0.95
San Diego,2019,1,Winter,19.08,25.6,2.69,10.61,5.0,2.49,71.1,0.0,2.09,-0.54,0.46,33.24
Chicago,2019,2,Winter,1.16,11.7,5.72,-7.82,-17.1,5.55,71.5,230.0,4.75,0.05,-0.06,16.71
Houston,2019,2,Winter,19.82,27.8,5.41,10.94,2.8,5.13,44.4,0.0,4.01,0.11,2.43,-7.8
Los Angeles,2019,2,Winter,15.71,20.0,1.66,8.27,5.0,2.33,112.3,0.0,4.03,-3.8,-2.01,80.47
New York,2019,2,Winter,5.92,18.3,5.51,-1.17,-11.6,4.17,79.8,66.0,1.32,0.02,0.35,-17.43
Philadelphia,2019,2,Winter,6.89,19.4,5.75,-1.2,-11.6,4.03,83.1,168.0,4.24,-0.14,0.45,-1.71
Phoenix,2019,2,Winter,17.55,25.0,4.12,7.01,1.1,4.09,45.6,0.0,2.75,-3.82,-2.17,30.26
San Antonio,2019,2,Winter,18.86,30.0,5.85,9.51,0.0,5.38,12.2,0.0,3.41,-0.84,2.12,-20.12
San Diego,2019,2,Winter,16.95,21.7,1.9,9.39,5.0,2.45,87.1,0.0,2.95,-2.92,-1.32,60.25
Chicago,2019,3,Spring,5.95,18.3,6.54,-3.31,-19.3,5.88,53.2,8.0,4.83,-2.07,-2.17,-8.89
Houston,2019,3,Spring,22.27,30.6,5.71,11.08,-1.0,5.5,12.9,0.0,3.91,-1.5,-1.05,-59.72
Los Angeles,2019,3,Spring,19.26,27.2,3.36,11.29,8.3,1.63,53.3,0.0,3.77,-0.52,-0.37,18.36
New York,2019,3,Spring,9.29,23.9,6.05,1.55,-7.7,4.43,98.4,265.0,2.38,-0.67,-0.18,6.06
Philadelphia,2019,3,Spring,10.67,25.0,6.34,1.34,-7.1,4.56,98.0,101.0,4.72,-0.34,-0.07,-1.54
Phoenix,2019,3,Spring,24.91,30.6,4.03,12.44,6.7,2.42,7.6,0.0,2.93,-1.58,-0.4,-5.67
San Antonio,2019,3,Spring,21.24,30.6,6.39,10.59,-2.1,5.65,11.9,0.0,4.17,-2.75,-1.08,-32.69
San Diego,2019,3,Spring,19.29,27.8,2.62,12.4,10.0,1.4,31.3,0.0,2.63,-0.91,-0.39,1.56
Chicago,2019,4,Spring,15.03,26.7,6.11,4.64,-3.2,3.93,152.9,201.0,5.19,0.57,0.81,45.7
Houston,2019,4,Spring,26.74,32.8,3.76,15.11,2.8,5.2,85.4,0.0,4.3,0.17,-0.31,-22.85
Los Angeles,2019,4,Spring,20.58,27.2,2.66,13.48,11.1,1.25,1.3,0.0,3.77,-0.39,0.36,-9.16
New York,2019,4,Spring,17.4,26.7,4.94,8.67,0.6,3.73,115.9,0.0,1.97,1.04,1.41,17.45
Philadelphia,2019,4,Spring,20.41,27.8,4.54,9.6,0.0,4.48,76.8,0.0,4.61,2.32,2.25,-18.22
Phoenix,2019,4,Spring,31.03,37.8,4.11,17.04,12.8,2.49,2.3,0.0,3.46,-0.3,0.14,0.19
San Antonio,2019,4,Spring,26.52,33.3,3.7,14.16,2.8,4.58,88.2,0.0,4.65,-0.72,-1.09,1.59
San Diego,2019,4,Spring,20.99,27.2,2.25,14.85,12.8,0.96,4.1,0.0,2.82,-0.34,0.39,-8.83
Chicago,2019,5,Spring,19.75,27.8,5.73,9.14,3.3,4.18,209.7,0.0,4.26,-1.64,-1.39,71.09
Houston,2019,5,Spring,30.25,33.9,2.53,21.48,15.0,3.09,181.9,0.0,4.57,0.09,1.55,12.86
Los Angeles,2019,5,Spring,19.61,22.8,1.24,13.83,10.0,1.51,18.6,0.0,3.98,-1.39,-0.68,12.36
New York,2019,5,Spring,21.08,30.0,5.03,12.45,5.6,3.36,173.2,0.0,1.76,-1.11,-0.42,58.25
Philadelphia,2019,5,Spring,23.95,32.2,5.48,14.28,7.8,3.85,132.7,0.0,3.91,0.0,0.9,40.09
Phoenix,2019,5,Spring,31.02,37.8,3.71,18.14,12.2,2.5,2.6,0.0,3.49,-3.82,-2.86,2.13
San Antonio,2019,5,Spring,29.71,33.9,3.42,20.34,13.9,3.6,84.0,0.0,5.06,-1.08,0.78,-55.08
San Diego,2019,5,Spring,20.07,22.2,1.15,15.25,12.8,1.14,20.3,0.0,3.2,-1.0,-0.62,7.48
Chicago,2019,6,Summer,25.19,32.8,4.32,14.54,9.4,3.54,77.8,0.0,3.97,-2.0,-1.67,-54.28
Houston,2019,6,Summer,33.24,36.1,2.24,23.08,19.4,2.23,174.7,0.0,3.3,-0.3,-0.44,7.41
Los Angeles,2019,6,Summer,21.78,26.7,1.77,16.51,15.0,0.77,0.0,0.0,3.56,-0.71,0.04,-0.06
New York,2019,6,Summer,26.09,32.8,3.5,17.96,12.2,2.85,138.5,0.0,1.86,-0.65,-0.09,30.82
Philadelphia,2019,6,Summer,28.24,34.4,3.19,18.33,11.7,3.18,201.8,0.0,4.06,-0.34,-0.19,62.46
Phoenix,2019,6,Summer,40.03,44.4,2.27,25.61,22.2,2.12,0.0,0.0,3.48,-1.4,-1.41,-1.42
San Antonio,2019,6,Summer,32.91,36.1,2.41,22.27,18.3,2.21,139.9,0.0,4.04,-0.99,-1.02,71.91
San Diego,2019,6,Summer,21.24,26.1,1.84,16.91,16.1,0.75,0.3,0.0,2.7,-1.14,-0.41,-0.26
Chicago,2019,7,Summer,30.04,35.0,3.23,20.09,15.0,3.04,100.0,0.0,4.01,1.2,1.11,4.68
Houston,2019,7,Summer,34.48,36.1,1.41,24.25,18.9,1.83,70.9,0.0,3.15,-0.44,-0.32,-17.24
Los Angeles,2019,7,Summer,23.87,30.6,1.91,17.69,16.7,1.04,1.3,0.0,3.53,-0.5,-0.64,-0.46
New York,2019,7,Summer,30.61,35.0,2.54,22.24,18.3,2.08,146.7,0.0,1.55,0.86,0.54,-3.33
Philadelphia,2019,7,Summer,32.15,36.7,2.58,22.2,17.8,2.15,153.3,0.0,3.26,0.94,0.45,4.55
Phoenix,2019,7,Summer,41.94,46.1,2.05,28.99,24.4,3.05,4.3,0.0,3.67,0.63,-0.23,-14.16
San Antonio,2019,7,Summer,34.74,37.2,1.59,24.15,21.7,1.21,3.6,0.0,4.52,-1.16,-0.32,-19.26
San Diego,2019,7,Summer,23.72,28.9,2.04,18.57,16.7,1.22,0.0,0.0,2.75,-1.01,-1.03,-4.49
Chicago,2019,8,Summer,27.5,32.2,2.74,17.93,13.9,2.15,92.3,0.0,3.35,-0.96,-0.45,23.61
Houston,2019,8,Summer,36.38,39.4,1.47,25.44,23.3,1.19,61.6,0.0,2.63,1.34,1.08,-112.23
Los Angeles,2019,8,Summer,24.61,29.4,2.23,18.12,15.6,1.83,0.0,0.0,3.36,-0.4,-0.63,-0.13
New York,2019,8,Summer,29.75,30.6,1.2,21.1,21.1,2.08,0.0,0.0,1.32,0.78,0.04,-6.95
Philadelphia,2019,8,Summer,30.09,33.9,2.76,20.83,16.1,2.71,70.8,0.0,3.0,0.67,0.5,-36.93
Phoenix,2019,8,Summer,41.94,46.1,2.22,28.99,24.4,1.61,6.1,0.0,3.05,1.69,1.17,-20.23
San Diego,2019,8,Summer,24.74,28.9,1.47,19.21,17.8,1.05,0.0,0.0,2.62,-1.21,-1.16,-0.87
Chicago,2019,9,Fall,24.97,32.2,3.46,16.61,11.7,2.48,193.2,0.0,3.91,-0.3,1.27,118.52
Houston,2019,9,Fall,33.93,37.8,2.99,23.68,21.7,0.8,299.79,0.0,3.1,1.59,1.64,155.21
Los Angeles,2019,9,Fall,26.79,33.9,2.66,19.24,13.9,1.8,0.0,0.0,3.31,0.87,0.56,-5.64
Philadelphia,2019,9,Fall,27.81,33.3,3.21,17.2,11.7,2.42,29.5,0.0,3.33,1.0,0.23,-58.85
Phoenix,2019,9,Fall,37.52,44.4,4.03,25.94,20.0,3.85,6.4,0.0,3.19,-0.53,0.17,-17.66
San Diego,2019,9,Fall,25.71,30.0,2.49,19.14,13.9,2.16,2.9,0.0,2.43,-0.64,-0.68,-4.49
Chicago,2019,10,Fall,14.85,30.0,6.0,6.19,-3.8,4.54,171.8,116.0,4.3,-2.59,-1.72,58.47
Houston,2019,10,Fall,27.7,33.9,5.23,16.47,4.4,5.52,147.4,0.0,3.54,-0.63,0.11,19.06
Los Angeles,2019,10,Fall,26.79,36.7,4.51,15.53,11.7,2.12,0.0,0.0,2.85,1.74,-0.82,-4.02
Philadelphia,2019,10,Fall,20.7,35.0,4.38,11.75,5.0,3.36,98.5,0.0,4.13,-0.14,-0.07,9.12
Phoenix,2019,10,Fall,31.51,36.7,3.99,17.11,6.1,3.73,0.0,0.0,2.69,-0.56,-1.5,-19.6
San Diego,2019,10,Fall,25.74,34.4,3.41,14.09,6.7,2.38,0.0,0.0,1.92,0.7,-2.79,-6.47
Chicago,2019,11,Fall,5.36,12.8,4.99,-2.22,-13.8,4.48,47.8,94.0,4.07,-3.82,-3.26,-0.47
Houston,2019,11,Fall,21.41,28.3,5.79,9.75,-1.0,6.45,28.6,0.0,3.25,-0.64,-0.83,-47.84
Los Angeles,2019,11,Fall,22.37,33.9,5.27,12.78,6.1,2.73,36.5,0.0,2.85,0.06,0.36,20.42
Philadelphia,2019,11,Fall,10.84,18.9,4.07,1.64,-4.9,2.95,29.4,0.0,4.17,-2.17,-1.9,-19.83
Phoenix,2019,11,Fall,25.43,31.7,5.35,12.83,6.1,3.38,39.5,0.0,2.32,-0.36,0.16,25.22
San Diego,2019,11,Fall,22.26,32.8,3.83,12.37,8.9,2.31,69.2,0.0,2.09,-0.25,-0.49,46.62
Chicago,2019,12,Winter,5.17,16.1,5.67,-2.9,-12.1,4.37,39.4,52.0,4.25,1.88,1.36,-16.95
Houston,2019,12,Winter,20.81,28.9,4.59,7.66,-0.5,4.64,28.8,0.0,2.99,1.35,-0.88,-71.11
Los Angeles,2019,12,Winter,19.03,25.6,2.56,10.75,6.1,2.4,112.3,0.0,2.68,-0.22,0.93,40.84
Philadelphia,2019,12,Winter,7.53,14.4,3.91,-0.03,-7.1,3.52,132.3,3.0,3.95,-1.71,-1.75,40.1
Phoenix,2019,12,Winter,18.48,23.9,3.51,8.26,1.7,3.06,17.8,0.0,2.46,-1.27,0.19,-3.02
San Diego,2019,12,Winter,19.35,23.9,1.99,10.35,5.0,3.23,102.3,0.0,1.68,-0.08,0.3,46.55
Chicago,2020,1,Winter,2.16,10.56,3.62,-4.17,-16.6,4.82,71.1,198.0,4.34,2.51,3.86,18.49
Houston,2020,1,Winter,19.57,27.2,3.94,9.16,1.1,5.59,97.6,0.0,3.57,1.8,3.04,-0.25
Los Angeles,2020,1,Winter,19.91,27.2,3.38,10.61,7.8,1.85,9.7,0.0,2.57,0.33,0.63,-46.78
New York,2020,1,Winter,7.35,20.6,4.78,0.63,-6.6,4.25,49.1,58.0,2.9,3.14,3.17,-38.06
Philadelphia,2020,1,Winter,7.98,19.4,4.64,-0.29,-7.1,3.92,67.1,5.0,4.12,2.7,2.56,-13.82
Phoenix,2020,1,Winter,20.35,24.4,2.28,7.26,3.3,2.36,4.8,0.0,1.97,0.14,-0.22,-11.47
San Antonio,2020,1,Winter,20.22,27.2,4.19,8.57,1.1,4.84,47.6,0.0,3.28,2.33,3.45,7.05
San Diego,2020,1,Winter,19.93,26.7,2.63,9.6,6.1,1.99,12.3,0.0,1.65,0.31,-0.55,-25.56
Chicago,2020,2,Winter,2.98,12.8,4.48,-4.85,-18.8,5.33,19.7,223.0,4.95,1.86,2.91,-37.05
Houston,2020,2,Winter,19.7,27.2,4.93,8.01,0.0,4.66,40.3,0.0,3.87,-0.01,-0.5,-13.76
Los Angeles,2020,2,Winter,20.98,30.6,4.16,11.29,6.7,2.45,0.0,0.0,2.94,1.47,1.02,-32.97
New York,2020,2,Winter,8.06,16.7,4.32,1.02,-9.9,4.31,64.7,0.0,2.69,2.15,2.54,-36.0
Philadelphia,2020,2,Winter,9.37,17.8,4.57,0.46,-9.9,4.11,62.3,0.0,4.01,2.35,2.12,-25.54
Phoenix,2020,2,Winter,21.61,27.8,4.09,8.33,1.7,3.23,34.0,0.0,2.63,-0.6,-0.85,18.11
San Antonio,2020,2,Winter,19.33,27.2,5.13,6.42,-1.6,4.64,27.3,0.0,3.93,-0.36,-0.96,-6.17
San Diego,2020,2,Winter,20.08,28.9,3.38,10.5,3.3,2.76,9.7,0.0,2.03,0.21,-0.21,-18.11
Chicago,2020,3,Spring,10.48,19.4,4.82,1.56,-3.8,3.02,88.6,81.0,4.7,2.46,2.7,26.51
Houston,2020,3,Spring,26.58,32.2,3.89,16.74,5.6,4.48,57.8,0.0,4.01,2.81,3.93,-14.82
Los Angeles,2020,3,Spring,19.12,26.7,2.56,11.86,8.3,1.69,104.3,0.0,3.66,-0.67,0.21,69.36
New York,2020,3,Spring,12.84,25.0,4.97,4.92,-3.8,3.15,96.1,0.0,3.1,2.89,3.19,3.76
Philadelphia,2020,3,Spring,14.28,26.1,4.82,4.52,-3.8,3.25,100.1,0.0,4.27,3.28,3.11,0.56
