city,year,month,season,TMAX_mean,TMAX_max,TMAX_std,TMIN_mean,TMIN_min,TMIN_std,PRCP_sum,SNOW_sum,AWND_mean,TMAX_anomaly_mean,TMIN_anomaly_mean,PRCP_anomaly_sum
Philadelphia,2015,3,Spring,8.8,20.0,5.41,-0.81,-11.6,4.17,140.1,306.0,4.21,-2.21,-2.22,40.56
San Antonio,2015,3,Spring,21.25,28.3,5.83,10.87,-0.5,5.22,75.6,0.0,3.42,-2.73,-0.8,31.01
San Diego,2015,3,Spring,23.45,32.2,4.44,14.97,10.0,2.54,23.7,0.0,2.1,3.25,2.18,-6.04
Chicago,2015,4,Spring,15.56,25.6,4.47,3.76,-2.1,3.12,73.0,0.0,4.7,1.1,-0.07,-34.2
Houston,2015,4,Spring,27.02,31.1,2.93,17.93,11.1,3.17,154.9,0.0,3.41,0.45,2.5,46.65
Los Angeles,2015,4,Spring,20.9,28.3,3.07,12.68,8.9,1.4,2.8,0.0,3.63,-0.08,-0.44,-7.66
New York,2015,4,Spring,17.01,26.7,4.71,7.73,0.0,3.73,52.9,0.0,2.92,0.64,0.47,-45.55
Philadelphia,2015,4,Spring,18.48,27.2,5.09,7.47,1.1,3.38,90.9,0.0,4.82,0.39,0.12,-4.12
San Antonio,2015,4,Spring,26.57,32.8,3.27,17.52,9.4,3.56,191.7,0.0,3.84,-0.67,2.27,105.09
San Diego,2015,4,Spring,22.16,30.0,3.14,15.34,13.3,1.04,0.5,0.0,2.59,0.84,0.87,-12.43
Chicago,2015,5,Spring,21.09,28.3,5.81,10.41,3.3,4.75,118.5,0.0,4.59,-0.3,-0.13,-20.11
Houston,2015,5,Spring,29.39,32.8,1.76,20.56,13.9,3.07,299.79,0.0,3.9,-0.77,0.63,155.21
Los Angeles,2015,5,Spring,19.01,22.2,1.15,13.23,9.4,1.09,10.9,0.0,3.73,-1.99,-1.28,4.66
New York,2015,5,Spring,25.76,31.1,4.06,14.8,8.9,3.66,47.2,0.0,1.89,3.58,1.94,-67.75
Philadelphia,2015,5,Spring,27.19,33.3,4.34,15.14,8.3,4.08,30.4,0.0,3.82,3.24,1.75,-62.21
San Antonio,2015,5,Spring,29.01,32.2,2.52,20.25,12.2,2.86,217.7,0.0,4.72,-1.78,0.7,78.62
San Diego,2015,5,Spring,20.03,26.1,1.65,15.46,11.7,1.25,60.8,0.0,3.05,-1.04,-0.4,47.98
Chicago,2015,6,Summer,24.95,33.3,3.89,14.31,5.6,3.54,180.9,0.0,3.72,-2.23,-1.9,48.82
Houston,2015,6,Summer,32.64,34.4,1.8,23.1,18.9,1.55,289.5,0.0,2.57,-0.9,-0.41,122.21
Los Angeles,2015,6,Summer,21.99,29.4,2.44,16.15,13.9,1.26,0.3,0.0,3.4,-0.51,-0.32,0.24
New York,2015,6,Summer,25.83,32.2,4.99,17.71,10.0,3.78,121.7,0.0,2.12,-0.91,-0.35,14.02
Philadelphia,2015,6,Summer,28.35,35.0,4.73,19.18,11.7,3.56,225.7,0.0,4.11,-0.24,0.66,86.36
San Antonio,2015,6,Summer,31.88,33.9,1.48,23.26,18.3,1.7,163.1,0.0,3.7,-2.02,-0.03,95.11
San Diego,2015,6,Summer,23.02,27.8,2.17,17.92,16.1,1.25,1.0,0.0,2.68,0.64,0.6,0.44
Chicago,2015,7,Summer,27.74,33.3,3.73,17.06,11.7,3.0,72.4,0.0,3.49,-1.1,-1.92,-22.92
Houston,2015,7,Summer,35.36,38.3,1.62,24.72,21.7,1.29,15.5,0.0,2.8,0.44,0.15,-72.64
Los Angeles,2015,7,Summer,24.1,30.0,2.19,18.45,16.7,1.33,8.9,0.0,3.61,-0.27,0.12,7.14
New York,2015,7,Summer,29.95,35.6,2.73,22.05,17.8,2.2,100.9,0.0,1.56,0.2,0.35,-49.13
Philadelphia,2015,7,Summer,30.65,35.0,2.51,21.85,17.8,2.2,80.2,0.0,3.25,-0.57,0.1,-68.55
San Antonio,2015,7,Summer,34.86,37.8,1.69,24.73,21.1,1.15,1.8,0.0,5.12,-1.05,0.25,-35.49
San Diego,2015,7,Summer,25.07,31.1,2.05,19.85,17.8,1.3,43.6,0.0,2.52,0.34,0.24,39.11
Chicago,2015,8,Summer,27.18,33.3,3.47,16.98,10.6,2.63,54.9,0.0,3.6,-1.28,-1.4,-13.79
Houston,2015,8,Summer,35.41,41.1,3.01,23.54,20.6,1.79,74.7,0.0,2.32,0.37,-0.82,-99.13
Los Angeles,2015,8,Summer,25.75,30.0,2.01,19.55,17.8,1.13,0.0,0.0,3.27,0.74,0.8,-0.13
New York,2015,8,Summer,30.5,35.0,1.95,21.68,17.2,2.07,59.7,0.0,1.66,1.53,0.63,-48.01
Philadelphia,2015,8,Summer,31.13,34.4,2.03,21.14,17.2,2.03,24.9,0.0,3.65,1.71,0.8,-82.83
San Antonio,2015,8,Summer,36.75,40.0,1.73,24.8,21.7,1.35,7.4,0.0,3.69,0.59,0.29,-40.34
San Diego,2015,8,Summer,26.99,32.2,2.37,20.92,15.6,1.55,0.3,0.0,2.4,1.05,0.55,-0.57
Chicago,2015,9,Fall,25.6,33.3,4.48,15.46,8.9,4.27,117.8,0.0,3.66,0.33,0.12,43.12
Houston,2015,9,Fall,31.87,35.6,2.72,21.39,15.0,2.24,65.8,0.0,2.26,-0.47,-0.66,-87.66
Los Angeles,2015,9,Fall,27.34,33.3,2.63,20.55,17.8,1.71,46.0,0.0,2.92,1.42,1.87,40.36
New York,2015,9,Fall,28.13,36.1,3.77,19.03,13.3,3.2,83.3,0.0,1.96,2.8,1.68,-19.7
Philadelphia,2015,9,Fall,28.67,35.6,3.99,18.55,13.3,2.97,159.3,0.0,3.55,1.85,1.58,70.95
San Antonio,2015,9,Fall,34.4,37.8,1.44,22.76,18.3,2.49,58.9,0.0,3.24,1.33,0.93,-55.16
San Diego,2015,9,Fall,28.31,35.6,2.92,21.88,19.4,1.75,31.5,0.0,2.2,1.97,2.05,24.11
Chicago,2015,10,Fall,17.34,26.1,4.53,7.91,0.6,3.89,56.8,0.0,4.89,-0.1,0.01,-56.53
Houston,2015,10,Fall,29.26,35.0,3.54,16.63,10.6,3.36,299.79,0.0,3.33,0.93,0.27,155.21
Los Angeles,2015,10,Fall,27.34,37.2,3.64,19.31,15.6,2.21,2.5,0.0,3.07,2.29,2.97,-1.52
New York,2015,10,Fall,18.57,25.6,4.27,10.38,1.7,3.76,99.4,0.0,2.33,-0.31,-1.26,-6.07
Philadelphia,2015,10,Fall,19.46,26.7,4.17,9.98,1.7,3.53,95.5,0.0,4.35,-1.37,-1.84,6.12
San Antonio,2015,10,Fall,30.81,36.1,3.11,17.8,11.1,3.4,197.7,0.0,3.61,1.93,1.0,120.18
San Diego,2015,10,Fall,27.06,37.2,3.83,19.99,16.7,2.19,11.0,0.0,2.07,2.02,3.11,4.53
Chicago,2015,11,Fall,12.05,22.2,6.63,1.96,-13.8,6.06,114.1,285.0,5.18,2.17,0.92,65.82
Houston,2015,11,Fall,22.47,28.9,4.22,12.11,1.7,4.8,96.5,0.0,3.35,0.41,1.53,20.06
Los Angeles,2015,11,Fall,22.26,31.7,3.86,11.32,7.2,2.2,1.6,0.0,3.14,-0.05,-1.1,-14.48
New York,2015,11,Fall,15.18,23.3,4.59,7.92,0.0,4.46,51.2,0.0,2.18,2.5,2.53,-40.72
Philadelphia,2015,11,Fall,16.45,26.7,4.8,7.05,0.6,4.41,48.0,0.0,3.6,3.44,3.52,-1.23
San Antonio,2015,11,Fall,22.35,30.0,5.25,12.17,0.6,5.81,65.6,0.0,3.5,0.14,1.16,9.33
San Diego,2015,11,Fall,22.26,28.9,3.42,12.56,8.3,1.99,39.3,0.0,2.16,-0.25,-0.3,16.72
Chicago,2015,12,Winter,6.95,16.1,5.14,0.85,-9.3,4.14,123.6,114.0,5.1,3.66,3.93,67.25
Houston,2015,12,Winter,20.59,28.3,5.1,9.8,2.8,5.89,132.4,0.0,3.26,1.13,1.25,32.49
Los Angeles,2015,12,Winter,18.93,26.7,3.7,9.21,3.9,3.01,27.4,0.0,3.14,-0.32,-0.61,-44.06
New York,2015,12,Winter,13.5,22.2,4.45,7.37,1.1,4.22,120.0,0.0,2.34,4.38,3.93,9.74
Philadelphia,2015,12,Winter,14.55,21.7,4.54,6.76,-1.0,4.56,130.6,0.0,3.54,4.38,3.93,38.4
San Antonio,2015,12,Winter,21.14,28.3,4.6,7.97,1.1,5.06,37.6,0.0,3.2,2.13,0.37,-13.43
San Diego,2015,12,Winter,19.18,25.0,3.09,9.83,5.0,2.41,22.5,0.0,2.01,-0.25,-0.21,-33.25
Chicago,2016,1,Winter,-0.1,10.56,5.53,-7.9,-19.9,6.57,21.5,161.0,4.79,0.26,0.13,-31.11
Houston,2016,1,Winter,17.29,26.1,4.23,5.33,0.0,3.88,54.9,0.0,3.0,-0.47,-0.79,-42.95
Los Angeles,2016,1,Winter,17.8,24.4,2.47,9.94,6.7,1.94,74.9,0.0,2.7,-1.79,-0.04,18.42
New York,2016,1,Winter,4.89,15.0,4.44,-2.09,-11.6,4.29,112.1,517.38,3.12,0.68,0.45,24.94
Phoenix,2016,1,Winter,19.1,24.4,3.45,7.18,2.2,2.38,33.3,0.0,2.35,-1.11,-0.3,17.03
San Antonio,2016,1,Winter,17.65,28.3,4.69,4.38,-1.0,3.37,35.0,0.0,2.91,-0.23,-0.73,-5.55
San Diego,2016,1,Winter,18.58,22.2,2.0,10.88,6.7,2.01,81.6,0.0,2.08,-1.04,0.73,43.74
Chicago,2016,2,Winter,2.92,16.7,6.99,-4.63,-16.6,5.44,31.2,139.0,5.23,1.81,3.13,-25.55
Houston,2016,2,Winter,21.61,27.2,3.82,8.49,0.6,5.12,49.5,0.0,3.46,1.9,-0.02,-4.56
Los Angeles,2016,2,Winter,23.0,31.7,5.24,11.47,5.0,2.57,18.5,0.0,2.44,3.49,1.19,-14.47
New York,2016,2,Winter,7.14,16.1,7.04,-0.73,-18.2,6.37,112.0,103.0,3.27,1.23,0.79,11.3
Phoenix,2016,2,Winter,26.61,32.2,5.71,10.86,1.1,3.96,0.0,0.0,2.55,4.38,1.68,-15.89
San Antonio,2016,2,Winter,22.29,27.8,3.73,7.94,-1.0,5.55,39.4,0.0,3.8,2.59,0.56,5.93
San Diego,2016,2,Winter,23.55,31.7,4.21,11.89,6.7,2.2,1.3,0.0,1.7,3.68,1.18,-26.51
Chicago,2016,3,Spring,10.83,21.1,5.81,1.74,-11.6,5.24,85.0,65.0,4.81,2.81,2.88,22.91
Houston,2016,3,Spring,23.98,30.6,3.3,13.1,1.1,4.93,82.7,0.0,4.07,0.21,0.97,10.08
Los Angeles,2016,3,Spring,19.47,25.0,2.27,12.16,8.3,1.75,37.1,0.0,3.77,-0.31,0.5,2.16
New York,2016,3,Spring,14.11,26.1,6.08,4.65,-3.2,4.37,29.8,23.0,2.95,4.16,2.92,-62.54
Phoenix,2016,3,Spring,27.98,33.3,3.85,13.66,10.0,2.1,0.0,0.0,2.97,1.49,0.83,-13.27
San Antonio,2016,3,Spring,24.48,32.2,3.92,13.14,2.2,4.78,90.4,0.0,4.24,0.49,1.46,45.81
San Diego,2016,3,Spring,20.39,24.4,1.86,13.69,8.9,1.67,19.2,0.0,2.65,0.2,0.89,-10.54
Chicago,2016,4,Spring,14.12,28.3,7.77,3.42,-5.5,4.75,71.0,29.0,4.83,-0.34,-0.42,-36.2
Houston,2016,4,Spring,26.03,30.0,2.6,15.04,5.6,4.33,299.79,0.0,3.65,-0.54,-0.39,155.21
Los Angeles,2016,4,Spring,21.53,28.9,3.47,13.49,10.6,1.28,7.4,0.0,3.66,0.55,0.37,-3.06
New York,2016,4,Spring,16.8,27.8,6.0,6.91,-3.2,4.78,41.1,0.0,2.66,0.43,-0.35,-57.35
Phoenix,2016,4,Spring,29.64,36.1,3.56,16.45,11.1,2.24,12.9,0.0,3.33,-1.69,-0.45,10.79
San Antonio,2016,4,Spring,26.9,32.2,2.64,15.02,5.6,4.44,157.1,0.0,4.0,-0.34,-0.23,70.49
San Diego,2016,4,Spring,22.2,30.6,3.52,14.98,13.3,1.14,14.0,0.0,2.76,0.87,0.52,1.07
Chicago,2016,5,Spring,21.14,30.6,6.25,9.68,1.7,5.19,138.0,0.0,4.35,-0.25,-0.86,-0.61
Houston,2016,5,Spring,28.37,31.7,2.66,18.81,12.2,2.95,183.0,0.0,3.57,-1.79,-1.13,13.96
Los Angeles,2016,5,Spring,19.89,21.7,1.15,14.3,11.7,1.08,15.0,0.0,3.64,-1.11,-0.21,8.76
New York,2016,5,Spring,21.45,33.3,6.57,12.76,6.1,4.84,95.4,0.0,1.92,-0.73,-0.1,-19.55
Phoenix,2016,5,Spring,33.31,38.9,3.77,19.91,14.4,2.48,1.3,0.0,3.31,-1.74,-1.09,0.83
San Antonio,2016,5,Spring,28.75,33.9,3.14,19.15,11.7,3.46,232.3,0.0,4.32,-2.04,-0.4,93.22
San Diego,2016,5,Spring,20.45,22.2,1.15,16.22,14.4,0.8,11.2,0.0,2.92,-0.62,0.36,-1.62
Chicago,2016,6,Summer,27.72,33.9,3.95,16.25,10.6,3.15,72.4,0.0,3.88,0.54,0.04,-59.68
Houston,2016,6,Summer,32.71,36.1,3.13,23.0,19.4,1.9,299.79,0.0,2.45,-0.83,-0.52,155.21
Los Angeles,2016,6,Summer,22.88,35.0,3.47,16.28,13.3,1.79,0.0,0.0,3.52,0.38,-0.19,-0.06
New York,2016,6,Summer,27.18,31.1,3.31,17.53,11.1,2.53,66.0,0.0,1.91,0.44,-0.52,-41.68
Phoenix,2016,6,Summer,41.9,46.14,3.1,27.85,23.3,2.85,0.3,0.0,3.25,0.47,0.83,-1.12
San Antonio,2016,6,Summer,32.85,35.6,1.9,22.74,17.8,2.52,60.8,0.0,3.9,-1.04,-0.56,-7.19
San Diego,2016,6,Summer,23.09,31.1,2.83,17.87,16.1,1.22,0.0,0.0,2.73,0.71,0.55,-0.56
Chicago,2016,7,Summer,29.12,33.9,3.13,19.16,12.2,2.9,158.5,0.0,3.54,0.28,0.18,63.18
Houston,2016,7,Summer,36.06,37.2,1.15,26.11,24.4,1.35,13.2,0.0,3.51,1.14,1.54,-37.98
Los Angeles,2016,7,Summer,25.23,30.0,2.05,18.82,17.2,1.17,0.0,0.0,3.7,0.86,0.49,-1.76
New York,2016,7,Summer,30.14,35.6,3.35,21.73,17.2,2.49,178.3,0.0,1.76,0.4,0.02,28.27
Phoenix,2016,7,Summer,41.94,44.4,1.93,28.99,24.4,2.11,22.6,0.0,3.6,0.64,0.26,4.14
San Antonio,2016,7,Summer,36.21,37.8,1.53,24.85,22.8,1.08,8.5,0.0,5.03,0.31,0.38,-28.79
San Diego,2016,7,Summer,24.34,29.4,2.14,18.87,17.2,0.88,0.0,0.0,2.83,-0.4,-0.73,-4.49
Chicago,2016,8,Summer,29.05,33.3,2.23,19.63,13.3,2.42,108.2,0.0,3.22,0.59,1.25,39.51
Los Angeles,2016,8,Summer,24.49,26.7,1.15,18.34,16.1,1.1,0.0,0.0,3.73,-0.52,-0.41,-0.13
New York,2016,8,Summer,30.33,35.6,2.43,22.1,16.1,2.37,50.2,0.0,1.68,1.36,1.04,-57.51
Phoenix,2016,8,Summer,39.38,43.9,2.48,27.15,23.3,2.06,32.2,0.0,3.28,-1.27,-1.33,5.87
San Antonio,2016,8,Summer,33.44,38.9,3.41,24.24,21.7,1.35,124.8,0.0,3.76,-2.72,-0.28,77.06
San Diego,2016,8,Summer,25.4,28.9,1.45,19.94,16.7,1.05,0.0,0.0,2.98,-0.54,-0.43,-0.87
Chicago,2016,9,Fall,25.37,32.8,4.2,16.35,10.0,3.38,44.9,0.0,4.11,0.1,1.01,-29.78
Los Angeles,2016,9,Fall,25.41,38.3,4.4,18.01,14.4,1.91,0.3,0.0,3.48,-0.51,-0.66,-5.34
New York,2016,9,Fall,26.13,32.8,4.35,18.09,12.2,3.22,71.0,0.0,2.18,0.81,0.74,-32.0
Phoenix,2016,9,Fall,36.4,41.1,3.3,24.26,16.7,3.0,8.1,0.0,3.2,-1.65,-1.51,-15.96
San Antonio,2016,9,Fall,32.87,36.1,2.67,22.47,15.0,2.62,160.1,0.0,3.25,-0.2,0.64,46.04
San Diego,2016,9,Fall,25.59,38.3,4.06,18.89,16.1,1.99,8.2,0.0,2.76,-0.75,-0.94,0.81
Chicago,2016,10,Fall,18.8,27.8,4.64,8.82,2.2,5.09,95.9,0.0,4.07,1.37,0.92,-17.43
Los Angeles,2016,10,Fall,24.19,36.1,3.98,16.1,13.9,1.14,9.2,0.0,3.18,-0.86,-0.25,5.18
New York,2016,10,Fall,18.76,29.4,4.76,10.97,3.3,4.39,105.4,0.0,2.08,-0.11,-0.67,-0.07
Phoenix,2016,10,Fall,34.08,37.8,2.23,20.32,15.0,2.13,5.1,0.0,2.46,2.01,1.7,-14.5
San Antonio,2016,10,Fall,29.45,32.2,2.03,17.62,7.8,4.54,4.1,0.0,2.96,0.57,0.82,-73.42
San Diego,2016,10,Fall,25.28,32.8,3.05,17.58,16.1,0.93,1.8,0.0,2.3,0.24,0.7,-4.67
Chicago,2016,11,Fall,12.93,23.9,6.18,3.54,-5.5,4.78,43.0,0.0,4.1,3.04,2.5,-5.27
Los Angeles,2016,11,Fall,23.61,34.4,4.9,12.85,8.3,2.73,28.3,0.0,2.76,1.3,0.43,12.22
New York,2016,11,Fall,13.66,22.2,4.48,6.07,1.1,3.21,137.5,0.0,2.33,0.99,0.68,45.58
Phoenix,2016,11,Fall,25.52,32.2,4.63,13.63,5.0,3.83,17.3,0.0,2.62,-0.27,0.96,3.02
San Antonio,2016,11,Fall,24.68,30.6,3.57,13.57,1.1,5.27,45.4,0.0,3.32,2.47,2.56,-10.87
San Diego,2016,11,Fall,23.72,35.6,4.51,13.87,8.3,2.63,15.4,0.0,1.98,1.22,1.01,-7.18
Chicago,2016,12,Winter,-0.12,12.2,5.41,-7.19,-21.04,6.83,44.9,451.0,5.07,-3.73,-2.94,-11.45
Los Angeles,2016,12,Winter,18.77,26.7,3.09,10.26,5.0,2.43,70.8,0.0,3.13,-0.48,0.45,-0.66
New York,2016,12,Winter,6.6,15.6,4.19,0.48,-8.2,3.66,73.4,81.0,2.72,-1.17,-1.27,-36.86
Phoenix,2016,12,Winter,20.19,25.0,2.99,8.57,3.3,3.09,24.2,0.0,2.21,0.44,0.5,3.38
San Antonio,2016,12,Winter,17.68,28.3,6.28,8.78,-3.8,5.99,158.1,0.0,3.59,-1.33,1.18,107.07
San Diego,2016,12,Winter,19.05,28.3,3.06,10.85,5.0,2.79,107.2,0.0,2.39,-0.38,0.8,51.45
Chicago,2017,1,Winter,1.47,15.0,5.99,-4.94,-17.7,6.4,73.2,16.0,4.5,1.82,3.09,20.59
Houston,2017,1,Winter,20.77,27.2,6.14,10.25,-6.0,7.0,154.8,0.0,3.95,3.0,3.93,56.95
Los Angeles,2017,1,Winter,17.07,24.4,3.36,9.32,4.4,2.35,189.0,0.0,3.22,-2.51,-0.66,132.52
New York,2017,1,Winter,5.98,18.9,5.43,0.75,-9.9,4.47,122.6,200.0,3.02,1.76,3.29,35.44
Philadelphia,2017,1,Winter,6.86,19.4,5.44,0.37,-11.0,4.94,74.0,144.0,4.35,1.58,3.22,-6.92
Phoenix,2017,1,Winter,17.81,24.4,3.17,7.83,1.7,2.74,28.0,0.0,2.4,-2.4,0.35,11.73
San Antonio,2017,1,Winter,20.87,28.3,6.2,7.47,-7.1,6.14,69.1,0.0,3.86,2.98,2.36,28.55
San Diego,2017,1,Winter,18.0,25.0,2.75,10.75,6.7,2.13,76.6,0.0,2.34,-1.62,0.6,38.74
Chicago,2017,2,Winter,8.72,21.1,7.98,-1.96,-12.1,5.97,38.5,0.0,4.82,4.38,3.93,-16.29
Houston,2017,2,Winter,24.86,30.6,4.18,13.41,4.4,5.17,61.5,0.0,4.16,4.38,3.93,9.3
Los Angeles,2017,2,Winter,16.99,22.2,2.28,11.0,6.1,2.15,102.8,0.0,3.2,-2.52,0.73,70.97
New York,2017,2,Winter,9.28,21.1,6.02,1.45,-7.1,5.05,63.1,239.0,3.0,3.38,2.97,-34.13
Philadelphia,2017,2,Winter,11.94,23.3,6.7,1.62,-5.5,4.39,33.0,51.0,4.6,4.38,3.28,-51.81
Phoenix,2017,2,Winter,22.33,28.3,3.18,10.89,5.6,2.65,31.5,0.0,2.71,0.13,1.71,16.16
San Antonio,2017,2,Winter,24.4,31.7,5.55,11.3,2.8,4.33,91.7,0.0,3.73,4.38,3.92,59.38
San Diego,2017,2,Winter,18.48,23.3,2.34,12.16,8.3,1.84,94.2,0.0,2.9,-1.39,1.45,67.35
Chicago,2017,3,Spring,8.42,27.8,6.68,-0.06,-8.8,5.1,101.8,198.0,5.26,0.4,1.08,39.71
Houston,2017,3,Spring,25.49,30.6,3.97,14.71,6.1,4.05,143.0,0.0,4.12,1.72,2.58,70.38
Los Angeles,2017,3,Spring,20.71,26.1,2.6,11.55,7.8,1.59,2.1,0.0,3.43,0.92,-0.1,-32.84
New York,2017,3,Spring,8.22,21.1,6.44,-0.18,-9.9,5.78,133.4,246.0,3.34,-1.73,-1.91,41.06
Philadelphia,2017,3,Spring,10.36,25.0,6.94,0.89,-9.3,5.78,108.3,177.0,5.26,-0.64,-0.52,8.76
Phoenix,2017,3,Spring,28.84,35.6,4.65,14.12,7.2,3.18,1.5,0.0,3.03,2.35,1.28,-11.77
San Antonio,2017,3,Spring,24.96,30.0,3.88,14.48,7.2,3.84,53.0,0.0,4.36,0.98,2.8,8.41
San Diego,2017,3,Spring,21.17,26.7,2.69,12.98,8.9,1.83,2.1,0.0,2.37,0.98,0.18,-27.64
Chicago,2017,4,Spring,17.65,27.8,5.85,6.48,1.1,3.77,163.3,0.0,5.08,3.19,2.65,56.1
Houston,2017,4,Spring,27.91,32.8,2.37,16.24,10.0,3.52,42.8,0.0,4.27,1.34,0.81,-65.45
Los Angeles,2017,4,Spring,22.17,28.9,2.89,12.98,10.0,1.8,9.7,0.0,4.01,1.19,-0.14,-0.76
New York,2017,4,Spring,18.27,30.6,5.85,9.66,2.8,3.82,97.5,0.0,2.63,1.91,2.39,-0.95
Philadelphia,2017,4,Spring,20.6,31.1,5.47,9.91,2.8,4.04,79.9,0.0,4.2,2.51,2.56,-15.12
Phoenix,2017,4,Spring,31.46,37.2,3.13,16.61,11.1,2.59,0.0,0.0,3.43,0.13,-0.29,-2.11
San Antonio,2017,4,Spring,27.77,33.3,2.9,15.66,7.2,4.24,73.4,0.0,4.76,0.53,0.41,-13.21
San Diego,2017,4,Spring,22.36,27.8,2.37,14.59,12.2,1.32,0.3,0.0,2.82,1.04,0.12,-12.63
Chicago,2017,5,Spring,19.85,30.6,5.65,8.91,1.1,3.82,83.4,0.0,4.79,-1.54,-1.63,-55.21
Houston,2017,5,Spring,30.27,33.9,2.11,18.98,10.6,4.39,61.4,0.0,4.42,0.11,-0.95,-107.64
Los Angeles,2017,5,Spring,20.78,30.6,2.79,13.95,8.9,1.74,3.3,0.0,3.82,-0.22,-0.55,-2.94
New York,2017,5,Spring,20.09,33.3,5.4,12.22,6.7,3.75,162.1,0.0,2.28,-2.09,-0.65,47.15
Philadelphia,2017,5,Spring,21.99,33.9,5.44,12.56,6.1,3.88,160.9,0.0,4.45,-1.96,-0.83,68.29
Phoenix,2017,5,Spring,34.75,42.2,5.22,20.62,13.9,3.27,0.3,0.0,3.55,-0.31,-0.38,-0.17
San Antonio,2017,5,Spring,30.14,36.1,3.05,18.34,10.0,4.07,44.6,0.0,4.59,-0.65,-1.22,-94.48
San Diego,2017,5,Spring,21.01,29.4,2.91,15.54,11.7,1.49,23.4,0.0,3.34,-0.06,-0.32,10.58
Chicago,2017,6,Summer,28.48,35.0,3.42,16.43,10.0,3.79,87.4,0.0,4.51,1.3,0.22,-44.68
Houston,2017,6,Summer,32.44,35.6,2.04,23.26,19.4,2.04,182.8,0.0,3.7,-1.1,-0.26,15.51
Los Angeles,2017,6,Summer,22.53,27.8,1.98,16.04,13.3,0.95,0.0,0.0,3.52,0.03,-0.43,-0.06
New York,2017,6,Summer,26.26,34.4,4.65,18.15,10.6,4.23,121.1,0.0,1.86,-0.48,0.1,13.42
Philadelphia,2017,6,Summer,28.94,35.6,4.01,18.43,11.7,3.64,47.3,0.0,4.01,0.36,-0.09,-92.04
Phoenix,2017,6,Summer,41.94,46.14,3.46,27.43,20.6,3.4,0.0,0.0,3.24,0.76,0.42,-1.42
San Antonio,2017,6,Summer,34.26,38.3,2.22,22.73,20.0,1.74,10.2,0.0,4.24,0.37,-0.56,-57.79
San Diego,2017,6,Summer,22.88,28.3,2.79,16.8,14.4,1.06,0.5,0.0,2.99,0.5,-0.52,-0.06
Chicago,2017,7,Summer,28.78,33.9,2.68,18.58,13.3,2.27,195.1,0.0,3.58,-0.06,-0.39,99.78
Houston,2017,7,Summer,34.71,37.8,1.62,24.53,22.2,1.15,159.9,0.0,2.58,-0.21,-0.04,71.76
Los Angeles,2017,7,Summer,25.3,31.1,2.02,18.8,16.7,1.09,0.0,0.0,3.59,0.93,0.47,-1.76
New York,2017,7,Summer,28.74,34.4,3.29,21.01,16.7,2.32,106.4,0.0,1.71,-1.01,-0.7,-43.63
Philadelphia,2017,7,Summer,30.78,35.6,2.87,21.75,16.7,2.39,136.2,0.0,3.45,-0.43,0.01,-12.55
Phoenix,2017,7,Summer,41.19,46.14,2.98,28.8,23.3,2.68,22.8,0.0,3.55,-0.53,-0.95,4.34
San Antonio,2017,7,Summer,37.05,40.6,1.39,24.68,22.2,0.97,4.1,0.0,4.35,1.15,0.21,-33.19
San Diego,2017,7,Summer,25.23,27.8,1.39,20.32,17.8,1.08,0.0,0.0,2.76,0.49,0.71,-4.49
Chicago,2017,8,Summer,27.09,32.2,2.75,16.79,11.1,2.48,63.9,0.0,3.48,-1.37,-1.59,-4.79
Houston,2017,8,Summer,32.94,37.2,4.07,24.46,21.7,1.52,299.79,0.0,3.74,-2.11,0.1,155.21
Los Angeles,2017,8,Summer,25.15,33.9,2.5,19.31,17.8,1.05,0.0,0.0,3.6,0.15,0.56,-0.13
New York,2017,8,Summer,27.19,33.3,2.91,19.53,15.6,2.06,84.9,0.0,1.54,-1.78,-1.53,-22.81
Philadelphia,2017,8,Summer,28.46,33.3,3.19,19.63,15.6,2.08,153.6,0.0,3.15,-0.95,-0.71,45.87
Phoenix,2017,8,Summer,40.78,43.9,1.94,28.1,22.8,2.49,36.4,0.0,2.98,0.14,-0.38,10.07
San Antonio,2017,8,Summer,34.36,37.8,3.0,24.08,18.3,1.84,149.1,0.0,4.44,-1.79,-0.43,101.36
San Diego,2017,8,Summer,25.4,29.4,1.99,20.25,18.9,0.89,0.0,0.0,2.76,-0.54,-0.12,-0.87
Chicago,2017,9,Fall,26.51,35.0,5.22,15.05,9.4,4.0,8.2,0.0,3.6,1.24,-0.3,-66.48
Houston,2017,9,Fall,32.18,33.9,1.68,20.95,15.6,2.53,31.3,0.0,2.54,-0.15,-1.1,-114.51
Los Angeles,2017,9,Fall,25.81,36.1,3.62,18.11,13.3,2.51,2.0,0.0,3.56,-0.11,-0.57,-3.64
New York,2017,9,Fall,25.43,32.8,3.78,17.38,12.2,3.42,50.9,0.0,1.89,0.11,0.02,-52.1
Philadelphia,2017,9,Fall,26.47,33.3,4.18,17.35,11.7,3.27,98.1,0.0,3.63,-0.35,0.38,9.75
Phoenix,2017,9,Fall,37.39,43.3,3.88,24.66,16.7,4.53,0.0,0.0,3.02,-0.66,-1.11,-24.06
San Antonio,2017,9,Fall,31.78,36.1,3.16,20.86,13.9,3.37,71.1,0.0,3.47,-1.29,-0.97,-42.96
San Diego,2017,9,Fall,25.89,34.4,2.94,19.45,15.6,1.75,2.1,0.0,2.96,-0.45,-0.38,-5.29
